Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
37,37,39,adbb36,NKS2975,39.40534973144531,-73.95518427309781,206.292222044,11018.52,-0.5647554720041676,34610D,223.53618,9.745781,-11.034534,202.60838635327744,65372.43630893915,0.3980773838970219,0.392425429103204,28.426967013663408,33.1778827105012,25.80187630493061,1.523633626532901e-05,22565.70324021789,0.1339195411244297,0.2368913917805284,0.5551232139950916,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.844050613685312,1.1764880774599644,0.6759906969068383,16.58818514497154,11.182124386203965,27.13347320733433,1587448778677668.2,12.0034785863319,774.900911439918,1329.39043473807,0.00152363362653,0.024101166806592,0.196212714551602,16.5889413552506,8.14121225441812,8.141088214060524,14.452762172327594,0.5930456925965354,401790738568130.9,5.429239597686419,475522188550326.3,0.0011013748255496,5.562846660335715e-06,3.16,35.8,2023-05-05 04:39:00,1.5236336265329009e-05,0.1339196154844694,0.0,37,225.6570324021789,1.5236336265329009e-05,9.745781,-11.034534,0.1339196154844694,0.0,0.0,0.351676619622298,0.0,12345.282827964367,-0.7410042556348295,-0.6715003299560413,1.7356471415397805,231.7920362658842,0.0821701024417979,0.3266697727524596,0.0,222.5548540662548,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.53936e-05,8.647031e-06,107319.01,0.14181967,-247.03024,0.0,0.0,0.9999999999999998,-4.292669962128544e-13,1.7542332e-12,8.774795e-16,0.0,0.0,0.0,7.48e-16,1.8850038918868893e-14,1.3249661093175714e-12,1248.3858428326637,12.345282827964366,3.435961646891741e-14,1.53936e-05,8.647031e-06,107319.01,0.14181967,-247.03024,0.0,0.0,0.0262812960871565,-4.292669962128544e-13,1.7542332e-12,8.774795e-16,0.0,0.0,0.0,7.48e-16,1.8850038918868893e-14,1.3249661093175714e-12,1248.3858428326637,12.345282827964366,0.0
38,38,40,adbb36,NKS2975,39.32304382324219,-74.05155347741169,205.263333156,11026.14,-0.5660478857102813,34610D,223.66194,10.301703,-11.174445,202.13283573277445,65344.009341925484,0.3967352472269497,0.37877550898621,27.358175833118544,31.9909580828808,0.0,1.4933942995209013e-05,22538.60460760245,0.1290916678766402,0.2279847986093212,0.5357815091643375,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.771206550334207,1.1655649277945044,0.6742144435425043,15.99616311427775,10.989640431491743,25.736344238328133,1573487944276103.8,11.6772212490038,771.47824849647,1318.09435082647,0.00149339429952,0.0238606014043087,0.189387754493105,15.9954790414404,7.93725821424208,7.937139681450533,14.68644256457158,0.581554370241883,383703425090055.4,5.3986460073542615,473696293873318.2,0.0010535686025491,5.241743911290211e-06,3.16,35.8,2023-05-05 04:40:00,1.4933942995209014e-05,0.1290916984364752,0.0,38,225.3860460760245,1.4933942995209014e-05,10.301703,-11.174445,0.1290916984364752,0.0,0.0,0.3510567970109173,0.0,12262.01351005086,-0.7414762002228195,-0.6709791684569122,1.7297055805522192,231.75603763927177,0.0793054520790213,0.3611373388448178,0.0,222.51172940870464,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.50350015e-05,8.449604e-06,107409.77,0.13483867,-247.68822,0.0,0.0,1.0000000000000002,-4.287474959730781e-13,1.7574147e-12,8.622612e-16,0.0,0.0,0.0,7.48e-16,1.8882935781993542e-14,1.328667275219021e-12,1249.1599761094246,12.26201351005086,3.181355479031773e-14,1.50350015e-05,8.449604e-06,107409.77,0.13483867,-247.68822,0.0,0.0,0.0154418430409816,-4.287474959730781e-13,1.7574147e-12,8.622612e-16,0.0,0.0,0.0,7.48e-16,1.8882935781993542e-14,1.328667275219021e-12,1249.1599761094246,12.26201351005086,0.0
39,39,41,adbb36,NKS2975,39.241241455078125,-74.14708676545519,202.691110936,11026.14,-0.5673274094625343,34610D,223.73763,10.790847,-11.324246,200.94340854168087,65316.65116609237,0.3963404429960123,0.373972362063674,27.036068635976427,31.7406321446326,-25.81908954308835,1.466736590359937e-05,22538.60460760245,0.1256135672307193,0.2253005719664702,0.5295731918121285,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.881872657672375,1.1821652923405803,0.670133735507102,15.87048122062911,10.926574599122704,25.440499546224487,1559523999378289.2,11.5814939096663,770.60021642819,1310.56087671283,0.00146673659036,0.0237665647005791,0.186986181031837,15.8703160723163,7.86761500400099,7.867499608505485,15.02740065672112,0.5786248006529945,377298613021502.6,5.348893848316592,471287327045565.4,0.0010070930419049,5.135965495424792e-06,3.16,35.8,2023-05-05 04:41:00,1.4667365903599372e-05,0.1256134923173572,0.0,39,225.3860460760245,1.4667365903599372e-05,10.790847,-11.324246,0.1256134923173572,0.0,0.0,0.3509380351872323,0.0,11990.001384891017,-0.7417579052765166,-0.6706677343959482,1.728573924469099,231.7491687687395,0.0772259237498462,0.3784061956782987,0.0,222.49803281681315,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.4767117e-05,8.221786e-06,107427.94,0.13061889,-248.30977,0.0,0.0,1.0,-4.286344320398164e-13,1.7584158e-12,8.447002e-16,0.0,0.0,0.0,7.479999999999999e-16,1.8879857744631795e-14,1.329781348448469e-12,1249.9285396611135,11.990001384891016,3.004973112522764e-14,1.4767117e-05,8.221786e-06,107427.94,0.13061889,-248.30977,0.0,0.0,0.0154418430409816,-4.286344320398164e-13,1.7584158e-12,8.447002e-16,0.0,0.0,0.0,7.479999999999999e-16,1.8879857744631795e-14,1.329781348448469e-12,1249.9285396611135,11.990001384891016,0.0
40,40,42,adbb36,NKS2975,39.161224365234375,-74.24035113790762,200.118888716,11018.52,-0.5685765140941079,34610D,223.75885,11.216909,-11.488935,199.87994412770905,65289.61509745639,0.3969197969755038,0.367377574900806,26.645494641177724,31.3926243317578,-25.82244908262174,1.4305382548059603e-05,22565.70324021789,0.122341433767656,0.222045788676481,0.5209853896647392,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,8.161723086485933,1.2241417064018865,0.66655546758826,15.695880775203134,10.852156901012432,25.0163650340143,1539504742261823.5,11.4817356840729,769.545584841738,1296.37376354647,0.00143053825481,0.0235857120639704,0.183688787450403,15.6963121658789,7.78813829967027,7.788026888966328,15.719682720154522,0.5751128384634604,367693512144702.8,5.314241759649195,469953941149622.9,0.0009259092783637,4.9835508309378135e-06,3.16,35.8,2023-05-05 04:42:00,1.4305382548059603e-05,0.1223413981925175,0.0,40,225.6570324021789,1.4305382548059603e-05,11.216909,-11.488935,0.1223413981925175,0.0,0.0,0.3513266543230874,0.0,11971.64377199547,-0.7424729889847344,-0.6698760039201841,1.7323142493002834,231.77185646004384,0.07522991414516,0.3784568902885578,0.0,222.51163397146212,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.4345616e-05,8.117639e-06,107374.28,0.12733951,-249.04526,0.0,0.0,1.0,-4.28924119354666e-13,1.757412e-12,8.366721500000001e-16,0.0,0.0,0.0,7.479999999999998e-16,1.8855015515620742e-14,1.3284879506791068e-12,1250.6735291982825,11.97164377199547,2.711377259195288e-14,1.4345616e-05,8.117639e-06,107374.28,0.12733951,-249.04526,0.0,0.0,0.0262812960871565,-4.28924119354666e-13,1.757412e-12,8.366721500000001e-16,0.0,0.0,0.0,7.479999999999998e-16,1.8855015515620742e-14,1.3284879506791068e-12,1250.6735291982825,11.97164377199547,0.0
41,41,43,adbb36,NKS2975,39.08125305175781,-74.33325726052988,199.089999828,11010.9,-0.5698187433296353,34610D,223.79585,11.645783,-11.626767,198.4778816884598,65262.96960281521,0.3948905188330152,0.376668953445674,27.238466315408164,32.248227923654,25.83082680225703,1.3698593612796686e-05,22592.83445408237,0.1167611244449366,0.226987219295068,0.5316056679069179,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.943462191857209,1.1914105145181364,0.6618252079401493,16.12419873308197,10.954192581207144,25.713693649303192,1572418830698982.5,11.6469348508681,770.902226868256,1311.55426918792,0.00136985936128,0.0238246712925199,0.188334476722837,16.124113961827,7.90501889450904,7.904910608351071,15.07314705643017,0.5796324638497126,381961835777011.5,5.266004886100341,467962988067566.06,0.0010040761741246,5.2058367369741045e-06,3.16,35.8,2023-05-05 04:43:00,1.3698593612796686e-05,0.1167611657440049,0.0,41,225.9283445408238,1.3698593612796686e-05,11.645783,-11.626767,0.1167611657440049,0.0,0.0,0.3516909072507679,0.0,11957.368316714405,-0.7437883827563629,-0.6684151716386113,1.7285797168414812,231.7492039371357,0.0718245664596148,0.3904443453051877,0.0,222.47884144509425,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.3599501e-05,8.093412e-06,107320.99,0.12081991,-250.50291,0.0,0.0,1.0,-4.292121387088334e-13,1.7566823e-12,8.348047e-16,0.0,0.0,0.0,7.479999999999999e-16,1.883991607308298e-14,1.3274701038696776e-12,1251.4180925400638,11.957368316714405,3.012329581164805e-14,1.3599501e-05,8.093412e-06,107320.99,0.12081991,-250.50291,0.0,0.0,0.0371337816329514,-4.292121387088334e-13,1.7566823e-12,8.348047e-16,0.0,0.0,0.0,7.479999999999999e-16,1.883991607308298e-14,1.3274701038696776e-12,1251.4180925400638,11.957368316714405,0.0
42,42,44,adbb36,NKS2975,39.00123596191406,-74.425745425017,198.06111094,11018.52,-0.5710553833382279,34610D,223.90402,12.167409,-11.719626,197.0502697366112,65235.7311364998,0.3943214004779108,0.398187504770148,28.89176371279519,34.2880178924582,77.53781306118348,1.2706174831767416e-05,22565.70324021789,0.1067454906747492,0.2407646976066265,0.5648548716392504,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.919124817224178,1.1877681007991845,0.656906135023047,17.144393654175932,11.23920575605912,28.39051842952873,1568563484596541.8,12.1109848654947,776.804352344942,1334.97235174284,0.00127061748318,0.0243078028811113,0.199093752385074,17.1440089462291,8.19052850472892,8.190424435764093,14.503182088794814,0.5993823749841829,411808919090959.7,5.199049584180696,464374909730509.25,0.0011019710826469,5.741806187950136e-06,3.16,35.8,2023-05-05 04:44:00,1.2706174831767416e-05,0.1067455954335253,0.0,42,225.6570324021789,1.2706174831767416e-05,12.167409,-11.719626,0.1067455954335253,0.0,0.0,0.3510988688174583,0.0,11847.612187849809,-0.7438129720489206,-0.6683878085451227,1.7248801409251606,231.726720674559,0.0657332254401473,0.4165194235358523,0.0,222.43674266638743,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.2478254e-05,8.123872e-06,107414.17,0.10827863,-252.02466,0.0,0.0,1.0,-4.28678612496134e-13,1.7598505e-12,8.371527e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8890386768837702e-14,1.3311718534123605e-12,1252.1630820772325,11.847612187849808,3.5046382967073376e-14,1.2478254e-05,8.123872e-06,107414.17,0.10827863,-252.02466,0.0,0.0,0.0262812960871565,-4.28678612496134e-13,1.7598505e-12,8.371527e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8890386768837702e-14,1.3311718534123605e-12,1252.1630820772325,11.847612187849808,0.0
43,43,45,adbb36,NKS2975,38.92195129394531,-74.51727825662363,196.517777608,11041.38,-0.5722755335540589,34610D,224.05775,12.856168,-11.767865,196.65165473337112,65206.839372787006,0.3939718554958197,0.383060090203542,27.740487018283552,33.0229554091552,0.0,1.1377070952057898e-05,22484.50492966137,0.0934577227085835,0.2311707251523629,0.5455041549969305,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.981342689538522,1.1971105991287068,0.6553523175737834,16.511396365692786,11.03314867755536,26.672846418335546,1594369032792871.5,11.7716618809231,773.977204946079,1319.51292144195,0.00113770709521,0.0240411031007949,0.191530045101771,16.5114777045776,7.96677441541516,7.966683777888567,15.027598308572482,0.5899504411712703,390606267002582.9,5.155576155540478,461237313221575.1,0.0010196543159324,5.388965727387738e-06,3.16,35.8,2023-05-05 04:45:00,1.13770709520579e-05,0.0934578503027784,0.0,43,224.84504929661367,1.13770709520579e-05,12.856168,-11.767865,0.0934578503027784,0.0,0.0,0.3495954792179839,0.0,11732.308467911216,-0.7444306336613568,-0.6676998065497328,1.7176802281138834,231.68284226834285,0.0576375038616752,0.4542763850389871,0.0,222.36819669167244,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.1082978e-05,8.1845365e-06,107660.44,0.09242769,-252.93513,0.0,0.0,1.0,-4.2728530161494297e-13,1.7663653e-12,8.418289400000001e-16,0.0,0.0,0.0,7.48e-16,1.899786785721513e-14,1.3390799180856626e-12,1252.893809888718,11.732308467911215,3.1381783063148254e-14,1.1082978e-05,8.1845365e-06,107660.44,0.09242769,-252.93513,0.0,0.0,0.0,-4.2728530161494297e-13,1.7663653e-12,8.418289400000001e-16,0.0,0.0,0.0,7.48e-16,1.899786785721513e-14,1.3390799180856626e-12,1252.893809888718,11.732308467911215,0.0
44,44,46,adbb36,NKS2975,38.84337344412076,-74.60772705078125,195.48888872,11041.38,-0.5734795286863806,34610D,224.13733,13.494133,-11.85012,196.23533790438884,65179.098885768726,0.3932615298068058,0.38189506341172,27.6242931219482,32.9328813956984,0.0,1.0516334057566335e-05,22484.50492966137,0.0855494483619152,0.2302024426829017,0.5437386230755481,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.928087927779728,1.1891298147458729,0.6538488146814414,16.466392172335762,11.010923745067014,26.52037690593857,1596659667631764.5,11.7317386045499,773.635759277597,1319.99854812902,0.00105163340576,0.0240394932693325,0.19094753170586,16.4664406978492,7.94307640209099,7.9429928709245425,14.971854630078488,0.5888003150269739,389387243728650.5,5.13799129202081,460385479456876.25,0.0010245774217188,5.365033741507909e-06,3.16,35.8,2023-05-05 04:46:00,1.0516334057566335e-05,0.085549485703347,0.0,44,224.84504929661367,1.0516334057566335e-05,13.494133,-11.85012,0.085549485703347,0.0,0.0,0.3494713552791641,0.0,11676.28996508651,-0.7449255579355207,-0.6671475947153322,1.7156680181022528,231.6705501408926,0.0528014175422121,0.4713254498393552,0.0,222.34004943097116,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.0105825e-05,8.221076e-06,107683.46,0.0821383,-253.7878,0.0,0.0,1.0,-4.271446280130402e-13,1.7675515e-12,8.4464553e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9017935243841472e-14,1.3404069029234045e-12,1253.6179064961748,11.676289965086507,3.1468549983196556e-14,1.0105825e-05,8.221076e-06,107683.46,0.0821383,-253.7878,0.0,0.0,0.0,-4.271446280130402e-13,1.7675515e-12,8.4464553e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9017935243841472e-14,1.3404069029234045e-12,1253.6179064961748,11.676289965086507,0.0
45,45,47,adbb36,NKS2975,38.76511913234904,-74.69757080078125,193.945555388,11041.38,-0.5746724998560594,34610D,224.21666,14.1751375,-11.938492,195.727476491152,65151.47459264677,0.3943406691531085,0.385445566200484,27.998884920096632,33.4167542921844,25.87746946580779,9.735653901942966e-06,22484.50492966137,0.0784335505694002,0.2333240410008052,0.5515929673775599,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,8.172531647444814,1.2258001821771,0.6520412743053676,16.707730673041706,11.075327376904044,27.213459346999645,1586247102124332.8,11.8528383720931,775.634073512517,1317.74702338881,0.000973565390194,0.0240858945153379,0.192722783100242,16.7083771460922,8.00147916356253,8.001401264689086,15.32079245244774,0.5954864382905399,393046358993184.94,5.116927060916576,459365057073730.2,0.0009910662765143,5.4567016977304654e-06,3.16,35.8,2023-05-05 04:47:00,9.735653901942968e-06,0.0784335975835458,0.0,45,224.84504929661367,9.735653901942968e-06,14.1751375,-11.938492,0.0784335975835458,0.0,0.0,0.3493477089693212,0.0,11527.132850463608,-0.7455933302670366,-0.6664012198828195,1.718723768781632,231.68921199679423,0.0484471331718979,0.4827149453098259,0.0,222.34188782743388,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,9.24524e-06,8.229308e-06,107706.87,0.07253762,-255.00134,0.0,0.0,1.0,-4.2700184792174845e-13,1.7687101e-12,8.4528e-16,0.0,0.0,0.0,7.48e-16,1.9035486597175668e-14,1.3417081986851289e-12,1254.339021693387,11.527132850463609,3.0752121137609715e-14,9.24524e-06,8.229308e-06,107706.87,0.07253762,-255.00134,0.0,0.0,0.0,-4.2700184792174845e-13,1.7687101e-12,8.4528e-16,0.0,0.0,0.0,7.48e-16,1.9035486597175668e-14,1.3417081986851289e-12,1254.339021693387,11.527132850463609,0.0
46,46,48,adbb36,NKS2975,38.68779586533368,-74.78607177734375,192.9166665,11049.0,-0.5758460316600695,34610D,224.29164,14.997634,-12.050451,195.2545251703232,65123.47570772668,0.3939940185137785,0.38201055659117,27.74143807963607,33.1699887396392,0.0,8.96339254787441e-06,22457.50380622449,0.0714669756429842,0.2311786506636339,0.5476336069077778,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,8.195443693607144,1.2292430950621418,0.6503569314714811,16.58487688038373,11.02708719938424,26.87956739118996,1591263347892946.2,11.7727145210697,775.109684668824,1314.22296105438,0.000896339254787,0.0240364702272385,0.191005278295585,16.5849943698196,7.94647785177437,7.946406625012444,15.47006565149366,0.5937407126726141,388403935591855.9,5.089111749109467,457674771215269.0,0.0009712870342255,5.381719240666466e-06,3.16,35.8,2023-05-05 04:48:00,8.963392547874411e-06,0.0714669860229741,0.0,46,224.57503806224491,8.963392547874411e-06,14.997634,-12.050451,0.0714669860229741,0.0,0.0,0.3488115397514366,0.0,11630.425458026664,-0.7462518485869257,-0.6656637127563707,1.7156766777072647,231.6706030677749,0.0441764374319299,0.4993409361733849,0.0,222.31006789342416,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,8.480382e-06,8.181645e-06,107814.07,0.06605716,-255.9311,0.0,0.0,1.0,-4.263879833176783e-13,1.7711941e-12,8.4160595e-16,0.0,0.0,0.0,7.48e-16,1.9072084823076215e-14,1.3448060650527397e-12,1255.045614693076,11.630425458026664,2.9938763895247664e-14,8.480382e-06,8.181645e-06,107814.07,0.06605716,-255.9311,0.0,0.0,0.0,-4.263879833176783e-13,1.7711941e-12,8.4160595e-16,0.0,0.0,0.0,7.48e-16,1.9072084823076215e-14,1.3448060650527397e-12,1255.045614693076,11.630425458026664,0.0
47,47,49,adbb36,NKS2975,38.609710693359375,-74.8751698369565,193.945555388,11049.0,-0.5770233317088844,34610D,224.33534,15.833567,-12.219945,194.93035558233825,65095.73426964704,0.3937352590241367,0.400728744831504,29.19761455932644,34.8302641015424,51.77873038761396,8.448538004446602e-06,22457.50380622449,0.0670031401691657,0.2433134546610536,0.5766349403556603,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,8.133804044281904,1.2200018878896968,0.6492139622213653,17.41504285541122,11.280491538925888,29.39317282419496,1553500046328227.0,12.1713335363413,779.849973506922,1335.07787041503,0.000844853800445,0.0244465767633227,0.200364372415752,17.4151320507712,8.19600937814572,8.19594013443401,14.886286522219203,0.6085380148450354,415802428061425.44,5.075905717284218,457034974457398.06,0.0010589982462765,5.85433193944945e-06,3.16,35.8,2023-05-05 04:49:00,8.4485380044466e-06,0.0670031115938994,0.0,47,224.57503806224491,8.4485380044466e-06,15.833567,-12.219945,0.0670031115938994,0.0,0.0,0.3487435920786039,0.0,11628.35844538571,-0.7469507956203856,-0.6648793190663047,1.714943649196023,231.6661220124283,0.0414348992831836,0.5078118519084476,0.0,222.2964790578137,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,7.950582e-06,8.084943e-06,107840.73,0.062351722,-256.19147,0.0,0.0,1.0,-4.2622654293732354e-13,1.7719985e-12,8.341519e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9077186268909443e-14,1.345771876045129e-12,1255.7577114872136,11.62835844538571,3.42663964776496e-14,7.950582e-06,8.084943e-06,107840.73,0.062351722,-256.19147,0.0,0.0,0.0,-4.2622654293732354e-13,1.7719985e-12,8.341519e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9077186268909443e-14,1.345771876045129e-12,1255.7577114872136,11.62835844538571,0.0
48,48,50,adbb36,NKS2975,38.53156655521716,-74.96405029296875,194.459999832,11064.24,-0.5781947053540212,34610D,224.37914,16.776226,-12.389588,195.3373089958826,65066.53665508772,0.3924251465867748,0.40476749275575,29.39464251875104,34.9911885216524,0.0,8.009629384280247e-06,22403.598795491587,0.0630316415988819,0.2449553543229253,0.5825503174275789,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.817002586931465,1.1724877767461024,0.6505057793326701,17.495631479635552,11.314563768265632,29.82875819399798,1546956003472071.2,12.1933122776859,780.380961283092,1348.03633205388,0.000800962938428,0.0246087507884515,0.202383746377875,17.4955942608262,8.22405607329125,8.22399020217767,14.257721848321214,0.6101524291567033,422931746683247.4,5.074344794275817,456275529786437.94,0.0011452104881352,5.964678518856362e-06,3.16,35.8,2023-05-05 04:50:00,8.009629384280245e-06,0.0630315647505981,0.0,48,224.035987954916,8.009629384280245e-06,16.776226,-12.389588,0.0630315647505981,0.0,0.0,0.3478385855328991,0.0,11565.501319536128,-0.748494380375674,-0.6631411332032088,1.707137550117665,231.618297260642,0.0389956292618994,0.5231761292089434,0.0,222.2444251798992,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,7.630168e-06,7.876569e-06,108031.37,0.059403215,-255.85832,0.0,0.0,1.0,-4.2514235858452587e-13,1.7757909e-12,8.180897e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9124520329949567e-14,1.350648509003223e-12,1256.4703460226156,11.565501319536128,3.7565098961353076e-14,7.630168e-06,7.876569e-06,108031.37,0.059403215,-255.85832,0.0,0.0,0.0,-4.2514235858452587e-13,1.7757909e-12,8.180897e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9124520329949567e-14,1.350648509003223e-12,1256.4703460226156,11.565501319536128,0.0
49,49,51,adbb36,NKS2975,38.45368466134799,-75.0521240234375,191.887777612,11064.24,-0.5793557294165989,34610D,224.37915,17.611006,-12.645813,196.708211729366,65037.14201256896,0.3936277709646156,0.399553813096342,28.990476704121715,34.4048730042976,0.0,7.89853319743478e-06,22403.598795491587,0.0621572402123543,0.2415873058676809,0.5752259424831635,cruise,15,GTF2035_wi,0,43031,1.237,3.16,3.16,7.865592758007469,1.1797767870556035,0.6550711138077789,17.202739032634458,11.250870321237777,29.04801392938212,1558685561628844.5,12.0951043141123,779.404311252524,1341.42063546954,0.000789853319743,0.0244756057602207,0.199776906548171,17.2024365021488,8.16228650294987,8.162222033368174,14.454902743566173,0.6072044728575924,414192392070978.9,5.127270726772572,458839450540868.25,0.0011129741349583,5.823549750078711e-06,3.16,35.8,2023-05-05 04:51:00,7.898533197434782e-06,0.062157220345553,0.0,49,224.035987954916,7.898533197434782e-06,17.611006,-12.645813,0.062157220345553,0.0,0.0,0.3478385700306304,0.0,11432.793258521662,-0.748588095307536,-0.663035341112248,1.7105231699472607,231.63906329321387,0.0384547038903866,0.5198424271508661,0.0,222.26149664116983,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,7.5905887e-06,7.6277515e-06,108059.15,0.05902413,-255.05792,0.0,0.0,1.0,-4.2497400021732665e-13,1.7762928e-12,7.989100400000001e-16,0.0,0.0,0.0,7.48e-16,1.9114053401444823e-14,1.3513187211045496e-12,1257.1761563011014,11.432793258521665,3.605532338687376e-14,7.5905887e-06,7.6277515e-06,108059.15,0.05902413,-255.05792,0.0,0.0,0.0,-4.2497400021732665e-13,1.7762928e-12,7.989100400000001e-16,0.0,0.0,0.0,7.48e-16,1.9114053401444823e-14,1.3513187211045496e-12,1257.1761563011014,11.432793258521665,0.0
